event,name,clock,t_start_ns,t_end_ns,interval_ns,value,note
read_rt,ForkliftTractionSpeedRef,monotonic,399691108646772,399691109811880,1165108,0.0,
L5,cmd_traction_speed,monotonic,399691109811880,399691109872480,60600,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691109874989,399691110783119,908130,0.0,
L5,cmd_steer_angle,monotonic,399691110783119,399691110847238,64119,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691110852231,399691111789367,937136,0.0,
L5,cmd_fork_speed,monotonic,399691111789367,399691111834729,45362,0.0,
R1,cycle,monotonic,399691108634152,399691159082963,50448811,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691159133655,399691160495707,1362052,0.0,
L5,cmd_traction_speed,monotonic,399691160495707,399691160557033,61326,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691160559754,399691161690466,1130712,0.0,
L5,cmd_steer_angle,monotonic,399691161690466,399691161765416,74950,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691161771194,399691163022822,1251628,0.0,
L5,cmd_fork_speed,monotonic,399691163022822,399691163065619,42797,0.0,
R1,cycle,monotonic,399691159082963,399691209799421,50716458,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691209807949,399691210863905,1055956,0.0,
L5,cmd_traction_speed,monotonic,399691210863905,399691210908352,44447,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691210910923,399691212032233,1121310,0.0,
L5,cmd_steer_angle,monotonic,399691212032233,399691212075666,43433,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691212079055,399691213035831,956776,0.0,
L5,cmd_fork_speed,monotonic,399691213035831,399691213083129,47298,0.0,
R1,cycle,monotonic,399691209799421,399691259668444,49869023,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691259679284,399691260949085,1269801,0.0,
L5,cmd_traction_speed,monotonic,399691260949085,399691261007566,58481,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691261012384,399691262175538,1163154,0.0,
L5,cmd_steer_angle,monotonic,399691262175538,399691262223883,48345,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691262228097,399691262953275,725178,0.0,
L5,cmd_fork_speed,monotonic,399691262953275,399691262991616,38341,0.0,
R1,cycle,monotonic,399691259668444,399691309265581,49597137,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691309278077,399691310776990,1498913,0.0,
L5,cmd_traction_speed,monotonic,399691310776990,399691310825839,48849,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691310828801,399691311921919,1093118,0.0,
L5,cmd_steer_angle,monotonic,399691311921919,399691311966745,44826,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691311970100,399691312867169,897069,0.0,
L5,cmd_fork_speed,monotonic,399691312867169,399691312917985,50816,0.0,
R1,cycle,monotonic,399691309265581,399691359166008,49900427,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691359176388,399691360649290,1472902,0.0,
L5,cmd_traction_speed,monotonic,399691360649290,399691360707435,58145,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691360713192,399691361936408,1223216,0.0,
L5,cmd_steer_angle,monotonic,399691361936408,399691361970114,33706,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691361972451,399691362629184,656733,0.0,
L5,cmd_fork_speed,monotonic,399691362629184,399691362659205,30021,0.0,
R1,cycle,monotonic,399691359166008,399691408878635,49712627,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691408894788,399691410468154,1573366,0.0,
L5,cmd_traction_speed,monotonic,399691410468154,399691410545782,77628,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691410550432,399691412007816,1457384,0.0,
L5,cmd_steer_angle,monotonic,399691412007816,399691412058824,51008,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691412062865,399691413227802,1164937,0.0,
L5,cmd_fork_speed,monotonic,399691413227802,399691413271845,44043,0.0,
R1,cycle,monotonic,399691408878635,399691460112012,51233377,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691460121177,399691461354315,1233138,0.0,
L5,cmd_traction_speed,monotonic,399691461354315,399691461425566,71251,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691461430512,399691462343908,913396,0.0,
L5,cmd_steer_angle,monotonic,399691462343908,399691462391169,47261,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691462395184,399691463366415,971231,0.0,
L5,cmd_fork_speed,monotonic,399691463366415,399691463446405,79990,0.0,
R1,cycle,monotonic,399691460112012,399691508700577,48588565,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691508720035,399691510274257,1554222,0.0,
L5,cmd_traction_speed,monotonic,399691510274257,399691510341850,67593,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691510346813,399691512119436,1772623,0.0,
L5,cmd_steer_angle,monotonic,399691512119436,399691512157980,38544,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691512160573,399691512981439,820866,0.0,
L5,cmd_fork_speed,monotonic,399691512981439,399691513042626,61187,0.0,
R1,cycle,monotonic,399691508700577,399691559242685,50542108,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691559253057,399691560663955,1410898,0.0,
L5,cmd_traction_speed,monotonic,399691560663955,399691560738260,74305,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691560744512,399691562201598,1457086,0.0,
L5,cmd_steer_angle,monotonic,399691562201598,399691562252582,50984,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691562255873,399691563315178,1059305,0.0,
L5,cmd_fork_speed,monotonic,399691563315178,399691563375727,60549,0.0,
R1,cycle,monotonic,399691559242685,399691608597947,49355262,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691608610378,399691610428850,1818472,0.0,
L5,cmd_traction_speed,monotonic,399691610428850,399691610490875,62025,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691610495846,399691612370551,1874705,0.0,
L5,cmd_steer_angle,monotonic,399691612370551,399691612422434,51883,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691612426784,399691613516848,1090064,0.0,
L5,cmd_fork_speed,monotonic,399691613516848,399691614387240,870392,0.0,
L1,ForkliftWarningFieldOccupied,monotonic,399691600230222,399691614410092,14179870,False,
L1cs,ForkliftWarningFieldOccupied,monotonic,399691600230222,399691608597947,8367725,False,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftWarningFieldOccupied,monotonic,399691614429582,399691618643895,4214313,False,
L3,ForkliftWarningFieldOccupied,monotonic,399691600230222,399691618643895,18413673,False,
R1,cycle,monotonic,399691608597947,399691659832730,51234783,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691659849955,399691661211940,1361985,0.0,
L5,cmd_traction_speed,monotonic,399691661211940,399691661286909,74969,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691661291987,399691662193308,901321,0.0,
L5,cmd_steer_angle,monotonic,399691662193308,399691662231823,38515,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691662235894,399691662979714,743820,0.0,
L5,cmd_fork_speed,monotonic,399691662979714,399691663016630,36916,0.0,
qos,/forklift/fork_height,-,,,,,/forklift/fork_height: no publisher yet
qos,/forklift/linear_speed,-,,,,,/forklift/linear_speed: no publisher yet
qos,/forklift/obstacle/in_stop_zone,-,,,,,/forklift/obstacle/in_stop_zone: no publisher yet
qos,/forklift/obstacle/min_distance,-,,,,,/forklift/obstacle/min_distance: no publisher yet
qos,/forklift/warning_field/occupied,-,,,,,/forklift/warning_field/occupied: publisher reliability=RELIABLE durability=VOLATILE history=UNKNOWN depth=0
qos,/forklift/cmd/traction_speed,-,,,,,/forklift/cmd/traction_speed: 0 subscriber(s) 
qos,/forklift/cmd/steer_angle,-,,,,,/forklift/cmd/steer_angle: 0 subscriber(s) 
qos,/forklift/cmd/fork_speed,-,,,,,/forklift/cmd/fork_speed: 0 subscriber(s) 
R1,cycle,monotonic,399691659832730,399691708870435,49037705,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691708889168,399691710854349,1965181,0.0,
L5,cmd_traction_speed,monotonic,399691710854349,399691711096946,242597,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691711106631,399691712568263,1461632,0.0,
L5,cmd_steer_angle,monotonic,399691712568263,399691712837161,268898,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691712848700,399691714783147,1934447,0.0,
L5,cmd_fork_speed,monotonic,399691714783147,399691714981176,198029,0.0,
R1,cycle,monotonic,399691708870435,399691758962015,50091580,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691758994359,399691760236200,1241841,0.0,
L5,cmd_traction_speed,monotonic,399691760236200,399691760358906,122706,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691760363966,399691762067203,1703237,0.0,
L5,cmd_steer_angle,monotonic,399691762067203,399691762317917,250714,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691762327445,399691763484473,1157028,0.0,
L5,cmd_fork_speed,monotonic,399691763484473,399691763584165,99692,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399691754085619,399691763597105,9511486,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399691754085619,399691758962015,4876396,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399691763602599,399691765100786,1498187,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399691754085619,399691765100786,11015167,5.5,
L1,ForkliftObstacleInStopZone,monotonic,399691753994275,399691765116108,11121833,False,
L1cs,ForkliftObstacleInStopZone,monotonic,399691753994275,399691758962015,4967740,False,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleInStopZone,monotonic,399691765120554,399691766538029,1417475,False,
L3,ForkliftObstacleInStopZone,monotonic,399691753994275,399691766538029,12543754,False,
R1,cycle,monotonic,399691758962015,399691809181076,50219061,,
read_rt,ForkliftTractionSpeedRef,monotonic,399691809193933,399691810695563,1501630,0.0,
L5,cmd_traction_speed,monotonic,399691810695563,399691810839865,144302,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691810847569,399691812056320,1208751,0.0,
L5,cmd_steer_angle,monotonic,399691812056320,399691812202277,145957,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691812208009,399691814149288,1941279,0.0,
L5,cmd_fork_speed,monotonic,399691814149288,399691814272668,123380,0.0,
L1,ForkliftForkHeight,monotonic,399691764119994,399691814281936,50161942,-5.0139033073607543e-14,
L1cs,ForkliftForkHeight,monotonic,399691764119994,399691809181076,45061082,-5.0139033073607543e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399691814288527,399691815571298,1282771,-5.0139033073607543e-14,
L3,ForkliftForkHeight,monotonic,399691764119994,399691815571298,51451304,-5.0139033073607543e-14,
L1,ForkliftLinearSpeed,monotonic,399691764317789,399691815585784,51267995,7.639024142756295e-39,
L1cs,ForkliftLinearSpeed,monotonic,399691764317789,399691809181076,44863287,7.639024142756295e-39,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399691815589678,399691817613537,2023859,7.639024142756295e-39,
L3,ForkliftLinearSpeed,monotonic,399691764317789,399691817613537,53295748,7.639024142756295e-39,
L1,ForkliftObstacleMinDistance,monotonic,399691795987417,399691817633045,21645628,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399691795987417,399691809181076,13193659,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399691817637688,399691818740121,1102433,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399691795987417,399691818740121,22752704,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399691763602599,399691817637688,54035089,,
startup,heartbeat_start,-,,,,1,"R3 over 5 configured input(s): ForkliftForkHeight,ForkliftLinearSpeed,ForkliftObstacleInStopZone,ForkliftObstacleMinDistance,ForkliftWarningFieldOccupied"
L2,BridgeHeartbeat,monotonic,399691819174255,399691820183625,1009370,1,
diagnostics,Status/*,-,,,,"{'ForkliftTeleopActive': False, 'ForkliftObstacleStopActive': False, 'ForkliftSpeedLimitActive': False, 'ForkliftResetRequired': True, 'HmiLinkOk': False}",
R1,cycle,monotonic,399691809181076,399691859784863,50603787,,
read_rt,BridgeHeartbeat,monotonic,399691859796374,399691860941471,1145097,1,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399691860949024,399691862251666,1302642,0.0,
L5,cmd_traction_speed,monotonic,399691862251666,399691862371725,120059,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691862375791,399691863293076,917285,0.0,
L5,cmd_steer_angle,monotonic,399691863293076,399691863381674,88598,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691863385565,399691864561780,1176215,0.0,
L5,cmd_fork_speed,monotonic,399691864561780,399691864686611,124831,0.0,
L1,ForkliftForkHeight,monotonic,399691857022891,399691864693507,7670616,-5.0139053805235785e-14,
L1cs,ForkliftForkHeight,monotonic,399691857022891,399691859784863,2761972,-5.0139053805235785e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399691864701815,399691866014100,1312285,-5.0139053805235785e-14,
L3,ForkliftForkHeight,monotonic,399691857022891,399691866014100,8991209,-5.0139053805235785e-14,
R2,ForkliftForkHeight,monotonic,399691814288527,399691864701815,50413288,,
L1,ForkliftLinearSpeed,monotonic,399691857100127,399691866025077,8924950,3.554999554334144e-38,
L1cs,ForkliftLinearSpeed,monotonic,399691857100127,399691859784863,2684736,3.554999554334144e-38,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399691866027263,399691866857183,829920,3.554999554334144e-38,
L3,ForkliftLinearSpeed,monotonic,399691857100127,399691866857183,9757056,3.554999554334144e-38,
R2,ForkliftLinearSpeed,monotonic,399691815589678,399691866027263,50437585,,
L1,ForkliftObstacleMinDistance,monotonic,399691795987417,399691866871067,70883650,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399691795987417,399691859784863,63797446,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399691866874643,399691868187704,1313061,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399691795987417,399691868187704,72200287,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399691817637688,399691866874643,49236955,,
L2,BridgeHeartbeat,monotonic,399691868227865,399691869277208,1049343,2,
R1,cycle,monotonic,399691859784863,399691909611760,49826897,,
read_rt,BridgeHeartbeat,monotonic,399691909624460,399691911311706,1687246,2,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399691911326382,399691912576960,1250578,0.0,
L5,cmd_traction_speed,monotonic,399691912576960,399691912736454,159494,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691912744066,399691914376762,1632696,0.0,
L5,cmd_steer_angle,monotonic,399691914376762,399691914605431,228669,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691914613486,399691916237378,1623892,0.0,
L5,cmd_fork_speed,monotonic,399691916237378,399691916467909,230531,0.0,
L1,ForkliftForkHeight,monotonic,399691857022891,399691916480599,59457708,-5.0139053805235785e-14,
L1cs,ForkliftForkHeight,monotonic,399691857022891,399691909611760,52588869,-5.0139053805235785e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399691916488402,399691917760075,1271673,-5.0139053805235785e-14,
L3,ForkliftForkHeight,monotonic,399691857022891,399691917760075,60737184,-5.0139053805235785e-14,
R2,ForkliftForkHeight,monotonic,399691864701815,399691916488402,51786587,,
L1,ForkliftLinearSpeed,monotonic,399691857100127,399691917777671,60677544,3.554999554334144e-38,
L1cs,ForkliftLinearSpeed,monotonic,399691857100127,399691909611760,52511633,3.554999554334144e-38,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399691917782184,399691918899081,1116897,3.554999554334144e-38,
L3,ForkliftLinearSpeed,monotonic,399691857100127,399691918899081,61798954,3.554999554334144e-38,
R2,ForkliftLinearSpeed,monotonic,399691866027263,399691917782184,51754921,,
L1,ForkliftObstacleMinDistance,monotonic,399691895835788,399691918909569,23073781,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399691895835788,399691909611760,13775972,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399691918912199,399691919757662,845463,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399691895835788,399691919757662,23921874,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399691866874643,399691918912199,52037556,,
L2,BridgeHeartbeat,monotonic,399691919791865,399691922525484,2733619,3,
R1,cycle,monotonic,399691909611760,399691959762389,50150629,,
read_rt,BridgeHeartbeat,monotonic,399691959774274,399691961204460,1430186,3,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399691961214200,399691962479160,1264960,0.0,
L5,cmd_traction_speed,monotonic,399691962479160,399691962641233,162073,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399691962649606,399691963807716,1158110,0.0,
L5,cmd_steer_angle,monotonic,399691963807716,399691964097119,289403,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399691964104887,399691965623767,1518880,0.0,
L5,cmd_fork_speed,monotonic,399691965623767,399691965740642,116875,0.0,
L1,ForkliftForkHeight,monotonic,399691957485249,399691965748576,8263327,-5.013904210810096e-14,
L1cs,ForkliftForkHeight,monotonic,399691957485249,399691959762389,2277140,-5.013904210810096e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399691965752657,399691966955196,1202539,-5.013904210810096e-14,
L3,ForkliftForkHeight,monotonic,399691957485249,399691966955196,9469947,-5.013904210810096e-14,
R2,ForkliftForkHeight,monotonic,399691916488402,399691965752657,49264255,,
L1,ForkliftLinearSpeed,monotonic,399691957593661,399691966976888,9383227,-2.2265428220563128e-38,
L1cs,ForkliftLinearSpeed,monotonic,399691957593661,399691959762389,2168728,-2.2265428220563128e-38,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399691966980762,399691968310198,1329436,-2.2265428220563128e-38,
L3,ForkliftLinearSpeed,monotonic,399691957593661,399691968310198,10716537,-2.2265428220563128e-38,
R2,ForkliftLinearSpeed,monotonic,399691917782184,399691966980762,49198578,,
L1,ForkliftObstacleMinDistance,monotonic,399691895835788,399691968325094,72489306,5.5,
